gene,gene_id,chromosome,type
GPC2,ENSG00000213420,7,protein_coding
KRT222,ENSG00000213424,17,protein_coding
OR5AC1,ENSG00000213439,3,protein_coding
SIPA1,ENSG00000213445,11,protein_coding
ERV3-1,ENSG00000213462,7,protein_coding
SYNJ2BP,ENSG00000213463,14,protein_coding
ARL2,ENSG00000213465,11,protein_coding
GBP7,ENSG00000213512,1,protein_coding
RBMXL1,ENSG00000213516,1,protein_coding
SRA1,ENSG00000213523,5,protein_coding
DNAJC9,ENSG00000213551,10,protein_coding
C8orf82,ENSG00000213563,8,protein_coding
CPLX3,ENSG00000213578,15,protein_coding
VDAC1,ENSG00000213585,5,protein_coding
ZBTB9,ENSG00000213588,6,protein_coding
TMX2,ENSG00000213593,11,protein_coding
HEXA,ENSG00000213614,15,protein_coding
NDUFS3,ENSG00000213619,11,protein_coding
LEPROT,ENSG00000213625,1,protein_coding
LBH,ENSG00000213626,2,protein_coding
ADAT3,ENSG00000213638,19,protein_coding
PPP1CB,ENSG00000213639,2,protein_coding
SULT1A4,ENSG00000213648,16,protein_coding
GPSM3,ENSG00000213654,6,protein_coding
LAT,ENSG00000213658,16,protein_coding
NCKIPSD,ENSG00000213672,3,protein_coding
ATF6B,ENSG00000213676,6,protein_coding
TREX1,ENSG00000213689,3,protein_coding
S1PR3,ENSG00000213694,9,protein_coding
SLC35F6,ENSG00000213699,2,protein_coding
FAM209B,ENSG00000213714,20,protein_coding
CLIC1,ENSG00000213719,6,protein_coding
DDAH2,ENSG00000213722,6,protein_coding
RPS29,ENSG00000213741,14,protein_coding
UGT2B11,ENSG00000213759,4,protein_coding
ATP6V1G2,ENSG00000213760,6,protein_coding
ZNF134,ENSG00000213762,19,protein_coding
GTF2H4,ENSG00000213780,6,protein_coding
DDX47,ENSG00000213782,12,protein_coding
ZNF888,ENSG00000213793,19,protein_coding
ZNF845,ENSG00000213799,19,protein_coding
KLRK1,ENSG00000213809,12,protein_coding
CEACAM18,ENSG00000213822,19,protein_coding
EMP2,ENSG00000213853,16,protein_coding
KCTD11,ENSG00000213859,17,protein_coding
UBD,ENSG00000213886,6,protein_coding
PPM1N,ENSG00000213889,19,protein_coding
CEACAM16,ENSG00000213892,19,protein_coding
SLC23A3,ENSG00000213901,2,protein_coding
LTB4R,ENSG00000213903,14,protein_coding
LTB4R2,ENSG00000213906,14,protein_coding
DNASE1,ENSG00000213918,16,protein_coding
MDP1,ENSG00000213920,14,protein_coding
LEUTX,ENSG00000213921,19,protein_coding
CSNK1E,ENSG00000213923,22,protein_coding
CCL27,ENSG00000213927,9,protein_coding
IRF9,ENSG00000213928,14,protein_coding
GALT,ENSG00000213930,9,protein_coding
HBE1,ENSG00000213931,11,protein_coding
HBG1,ENSG00000213934,11,protein_coding
CLDN9,ENSG00000213937,16,protein_coding
ITGA1,ENSG00000213949,5,protein_coding
NUDT19,ENSG00000213965,19,protein_coding
ZNF726,ENSG00000213967,19,protein_coding
ZNF99,ENSG00000213973,19,protein_coding
TAX1BP3,ENSG00000213977,17,protein_coding
AP1G2,ENSG00000213983,14,protein_coding
ZNF90,ENSG00000213988,19,protein_coding
NAXD,ENSG00000213995,13,protein_coding
TM6SF2,ENSG00000213996,19,protein_coding
MEF2B,ENSG00000213999,19,protein_coding
GANC,ENSG00000214013,15,protein_coding
TTLL3,ENSG00000214021,3,protein_coding
REPIN1,ENSG00000214022,7,protein_coding
MRPL23,ENSG00000214026,11,protein_coding
ZNF891,ENSG00000214029,12,protein_coding
IFNA7,ENSG00000214042,9,protein_coding
SMIM7,ENSG00000214046,19,protein_coding
FBXO16,ENSG00000214050,8,protein_coding
TSPAN4,ENSG00000214063,11,protein_coding
CPNE1,ENSG00000214078,20,protein_coding
ARL16,ENSG00000214087,17,protein_coding
SMCO1,ENSG00000214097,3,protein_coding
WEE2,ENSG00000214102,7,protein_coding
MAGEB1,ENSG00000214107,X,protein_coding
LYRM4,ENSG00000214113,6,protein_coding
MYCBP,ENSG00000214114,1,protein_coding
TMEM213,ENSG00000214128,7,protein_coding
PRCD,ENSG00000214140,17,protein_coding
ALG3,ENSG00000214160,3,protein_coding
SH3D21,ENSG00000214193,1,protein_coding
C19orf38,ENSG00000214212,19,protein_coding
IQCJ,ENSG00000214216,3,protein_coding
C17orf67,ENSG00000214226,17,protein_coding
MINDY4B,ENSG00000214237,3,protein_coding
FIS1,ENSG00000214253,7,protein_coding
ANG,ENSG00000214274,14,protein_coding
SCART1,ENSG00000214279,10,protein_coding
NPS,ENSG00000214285,10,protein_coding
SPDYE3,ENSG00000214300,7,protein_coding
MBLAC1,ENSG00000214309,7,protein_coding
C3orf56,ENSG00000214324,3,protein_coding
FOXI3,ENSG00000214336,2,protein_coding
SOGA3,ENSG00000214338,6,protein_coding
NEURL1B,ENSG00000214357,5,protein_coding
EFCAB9,ENSG00000214360,5,protein_coding
HAUS3,ENSG00000214367,4,protein_coding
VSTM5,ENSG00000214376,11,protein_coding
LCNL1,ENSG00000214402,9,protein_coding
BBIP1,ENSG00000214413,10,protein_coding
TRIM77,ENSG00000214414,11,protein_coding
GNAT3,ENSG00000214415,7,protein_coding
AS3MT,ENSG00000214435,10,protein_coding
PLIN5,ENSG00000214456,19,protein_coding
SEC14L6,ENSG00000214491,22,protein_coding
SPINK13,ENSG00000214510,5,protein_coding
HIGD1C,ENSG00000214511,12,protein_coding
NOTO,ENSG00000214513,2,protein_coding
PPME1,ENSG00000214517,11,protein_coding
KRTAP2-2,ENSG00000214518,17,protein_coding
STARD10,ENSG00000214530,11,protein_coding
NUTM2D,ENSG00000214562,10,protein_coding
CPEB1,ENSG00000214575,15,protein_coding
EML6,ENSG00000214595,2,protein_coding
DEFB113,ENSG00000214642,6,protein_coding
ZNF727,ENSG00000214652,7,protein_coding
ZSWIM8,ENSG00000214655,10,protein_coding
IQCF5,ENSG00000214681,3,protein_coding
IQCF6,ENSG00000214686,3,protein_coding
C10orf105,ENSG00000214688,10,protein_coding
ARHGEF33,ENSG00000214694,2,protein_coding
C12orf71,ENSG00000214700,12,protein_coding
IFRD2,ENSG00000214706,3,protein_coding
CAPN14,ENSG00000214711,2,protein_coding
ZBED1,ENSG00000214717,X,protein_coding
TOMM6,ENSG00000214736,6,protein_coding
HNRNPUL2,ENSG00000214753,11,protein_coding
MS4A18,ENSG00000214782,11,protein_coding
MS4A4E,ENSG00000214787,11,protein_coding
FER1L6,ENSG00000214814,8,protein_coding
CDRT15L2,ENSG00000214819,17,protein_coding
MTCP1,ENSG00000214827,X,protein_coding
RAD51AP2,ENSG00000214842,2,protein_coding
EVPLL,ENSG00000214860,17,protein_coding
DCDC2C,ENSG00000214866,2,protein_coding
SMTNL1,ENSG00000214872,11,protein_coding
TRIM64C,ENSG00000214891,11,protein_coding
SPATA31D1,ENSG00000214929,9,protein_coding
NPIPA8,ENSG00000214940,16,protein_coding
ZSWIM7,ENSG00000214941,17,protein_coding
GPR33,ENSG00000214943,14,protein_coding
ARHGEF28,ENSG00000214944,5,protein_coding
TBC1D26,ENSG00000214946,17,protein_coding
LRRC69,ENSG00000214954,8,protein_coding
NPIPA7,ENSG00000214967,16,protein_coding
GSG1L2,ENSG00000214978,17,protein_coding
ACSM4,ENSG00000215009,12,protein_coding
COL28A1,ENSG00000215018,7,protein_coding
PHB2,ENSG00000215021,12,protein_coding
TCP11X2,ENSG00000215029,X,protein_coding
NEURL4,ENSG00000215041,17,protein_coding
GRID2IP,ENSG00000215045,7,protein_coding
CXorf49B,ENSG00000215113,X,protein_coding
UBXN2B,ENSG00000215114,8,protein_coding
CXorf49,ENSG00000215115,X,protein_coding
C16orf90,ENSG00000215131,16,protein_coding
PRSS41,ENSG00000215148,16,protein_coding
NLRP2B,ENSG00000215174,X,protein_coding
MUC5AC,ENSG00000215182,11,protein_coding
GOLGA6B,ENSG00000215186,15,protein_coding
FAM166B,ENSG00000215187,9,protein_coding
PEX26,ENSG00000215193,22,protein_coding
GRXCR1,ENSG00000215203,4,protein_coding
C5orf49,ENSG00000215217,5,protein_coding
UBE2QL1,ENSG00000215218,5,protein_coding
FASTKD5,ENSG00000215251,20,protein_coding
GOLGA8B,ENSG00000215252,15,protein_coding
KCNU1,ENSG00000215262,8,protein_coding
GAGE12G,ENSG00000215269,X,protein_coding
GAGE10,ENSG00000215274,X,protein_coding
RNF212B,ENSG00000215277,14,protein_coding
DDX3X,ENSG00000215301,X,protein_coding
VPS16,ENSG00000215305,20,protein_coding
ZNF705D,ENSG00000215343,8,protein_coding
FAM90A24P,ENSG00000215354,8,protein_coding
ZNF705B,ENSG00000215356,8,protein_coding
ZNF705G,ENSG00000215372,8,protein_coding
FAM90A5P,ENSG00000215373,8,protein_coding
MYL5,ENSG00000215375,4,protein_coding
SCRT2,ENSG00000215397,20,protein_coding
ZNF407,ENSG00000215421,18,protein_coding
NPEPL1,ENSG00000215440,20,protein_coding
KRTAP10-4,ENSG00000215454,21,protein_coding
KRTAP10-1,ENSG00000215455,21,protein_coding
SKOR2,ENSG00000215474,18,protein_coding
SIAH3,ENSG00000215475,13,protein_coding
EFCAB8,ENSG00000215529,20,protein_coding
DEFB116,ENSG00000215545,20,protein_coding
DEFB115,ENSG00000215547,20,protein_coding
C20orf202,ENSG00000215595,20,protein_coding
HMX1,ENSG00000215612,4,protein_coding
GCGR,ENSG00000215644,17,protein_coding
CELA2B,ENSG00000215704,1,protein_coding
TMEM242,ENSG00000215712,6,protein_coding
TMEM167B,ENSG00000215717,1,protein_coding
FAM72D,ENSG00000215784,1,protein_coding
TNFRSF25,ENSG00000215788,1,protein_coding
ZC3H11B,ENSG00000215817,1,protein_coding
TSTD1,ENSG00000215845,1,protein_coding
RPTN,ENSG00000215853,1,protein_coding
CYB5RL,ENSG00000215883,1,protein_coding
LACTBL1,ENSG00000215906,1,protein_coding
C1orf167,ENSG00000215910,1,protein_coding
TTC34,ENSG00000215912,1,protein_coding
ATAD3C,ENSG00000215915,1,protein_coding
IFI30,ENSG00000216490,19,protein_coding
IGSF23,ENSG00000216588,19,protein_coding
GAGE12E,ENSG00000216649,X,protein_coding
CCDC7,ENSG00000216937,10,protein_coding
FNIP1,ENSG00000217128,5,protein_coding
SP9,ENSG00000217236,2,protein_coding
SYCE3,ENSG00000217442,22,protein_coding
CKLF,ENSG00000217555,16,protein_coding
PAM16,ENSG00000217930,16,protein_coding
CDC14C,ENSG00000218305,7,protein_coding
TENM3,ENSG00000218336,4,protein_coding
CEBPZOS,ENSG00000218739,2,protein_coding
TDRD15,ENSG00000218819,2,protein_coding
PAPOLB,ENSG00000218823,7,protein_coding
ZNF579,ENSG00000218891,19,protein_coding
CELA3B,ENSG00000219073,1,protein_coding
RNASEK,ENSG00000219200,17,protein_coding
NBPF1,ENSG00000219481,1,protein_coding
UMAD1,ENSG00000219545,7,protein_coding
PPP1R3G,ENSG00000219607,6,protein_coding
FAM228B,ENSG00000219626,2,protein_coding
LINGO3,ENSG00000220008,19,protein_coding
ZGLP1,ENSG00000220201,19,protein_coding
VAMP2,ENSG00000220205,17,protein_coding
OR6B1,ENSG00000221813,7,protein_coding
EBF2,ENSG00000221818,8,protein_coding
C6orf226,ENSG00000221821,6,protein_coding
PPP3R1,ENSG00000221823,2,protein_coding
PSG3,ENSG00000221826,19,protein_coding
FANCG,ENSG00000221829,9,protein_coding
OR2A5,ENSG00000221836,7,protein_coding
KRTAP10-9,ENSG00000221837,21,protein_coding
AP4M1,ENSG00000221838,7,protein_coding
OR4A5,ENSG00000221840,11,protein_coding
C2orf16,ENSG00000221843,2,protein_coding
KRTAP1-5,ENSG00000221852,17,protein_coding
TAS2R41,ENSG00000221855,7,protein_coding
OR2A12,ENSG00000221858,7,protein_coding
KRTAP10-10,ENSG00000221859,21,protein_coding
KRTAP12-2,ENSG00000221864,21,protein_coding
PLXNA4,ENSG00000221866,7,protein_coding
MAGEA3,ENSG00000221867,X,protein_coding
CEBPD,ENSG00000221869,8,protein_coding
PSG7,ENSG00000221878,19,protein_coding
KRTAP1-3,ENSG00000221880,17,protein_coding
OR3A2,ENSG00000221882,17,protein_coding
ZBED8,ENSG00000221886,5,protein_coding
HMSD,ENSG00000221887,18,protein_coding
OR1C1,ENSG00000221888,1,protein_coding
NPTXR,ENSG00000221890,22,protein_coding
POM121L12,ENSG00000221900,7,protein_coding
FAM200A,ENSG00000221909,7,protein_coding
OR2F2,ENSG00000221910,7,protein_coding
PPP2R2A,ENSG00000221914,8,protein_coding
C19orf73,ENSG00000221916,19,protein_coding
ZNF880,ENSG00000221923,19,protein_coding
TRIM16,ENSG00000221926,17,protein_coding
OR6X1,ENSG00000221931,11,protein_coding
OR2A25,ENSG00000221933,7,protein_coding
TAS2R40,ENSG00000221937,7,protein_coding
OR2A14,ENSG00000221938,7,protein_coding
TIGD1,ENSG00000221944,2,protein_coding
FXYD7,ENSG00000221946,19,protein_coding
XKR9,ENSG00000221947,8,protein_coding
OR4C12,ENSG00000221954,11,protein_coding
SLC12A8,ENSG00000221955,3,protein_coding
KIR2DS4,ENSG00000221957,19,protein_coding
APOL6,ENSG00000221963,22,protein_coding
FADS3,ENSG00000221968,11,protein_coding
OR2A1,ENSG00000221970,7,protein_coding
OR4E2,ENSG00000221977,14,protein_coding
CCNL2,ENSG00000221978,1,protein_coding
UBA52,ENSG00000221983,19,protein_coding
MYBPHL,ENSG00000221986,1,protein_coding
PPT2,ENSG00000221988,6,protein_coding
OR2A2,ENSG00000221989,7,protein_coding
ZNF630,ENSG00000221994,X,protein_coding
OR52B4,ENSG00000221996,11,protein_coding
BTBD19,ENSG00000222009,1,protein_coding
FAM185A,ENSG00000222011,7,protein_coding
RAB6C,ENSG00000222014,2,protein_coding
C21orf140,ENSG00000222018,21,protein_coding
PSMB11,ENSG00000222028,14,protein_coding
POTEM,ENSG00000222036,14,protein_coding
POTEJ,ENSG00000222038,2,protein_coding
DCDC2B,ENSG00000222046,1,protein_coding
TRIM49D1,ENSG00000223417,11,protein_coding
USP17L2,ENSG00000223443,8,protein_coding
EXOSC6,ENSG00000223496,16,protein_coding
VPS52,ENSG00000223501,6,protein_coding
CDRT15,ENSG00000223510,17,protein_coding
ZNF844,ENSG00000223547,19,protein_coding
USP17L15,ENSG00000223569,4,protein_coding
CKMT1A,ENSG00000223572,15,protein_coding
TINCR,ENSG00000223573,19,protein_coding
CENPVL1,ENSG00000223591,X,protein_coding
EBLN1,ENSG00000223601,10,protein_coding
HBD,ENSG00000223609,11,protein_coding
SUPT20HL2,ENSG00000223611,X,protein_coding
ZNF735,ENSG00000223614,7,protein_coding
RFPL4A,ENSG00000223638,19,protein_coding
C1GALT1C1L,ENSG00000223658,2,protein_coding
SUPT20HL1,ENSG00000223731,X,protein_coding
CERS1,ENSG00000223802,19,protein_coding
HLA-DPB1,ENSG00000223865,6,protein_coding
FAM90A13P,ENSG00000223885,8,protein_coding
C1QTNF5,ENSG00000223953,11,protein_coding
CPTP,ENSG00000224051,1,protein_coding
CT47A10,ENSG00000224089,X,protein_coding
CENPVL3,ENSG00000224109,X,protein_coding
PRR29,ENSG00000224383,17,protein_coding
C4B,ENSG00000224389,6,protein_coding
ADM5,ENSG00000224420,19,protein_coding
CXorf51A,ENSG00000224440,X,protein_coding
ATXN1L,ENSG00000224470,16,protein_coding
SMIM13,ENSG00000224531,6,protein_coding
GPX5,ENSG00000224586,6,protein_coding
GAGE12J,ENSG00000224659,X,protein_coding
NPIPA3,ENSG00000224712,16,protein_coding
NDUFAF8,ENSG00000224877,17,protein_coding
GAGE12H,ENSG00000224902,X,protein_coding
PRRT4,ENSG00000224940,7,protein_coding
TMEM233,ENSG00000224982,12,protein_coding
PLEKHM1,ENSG00000225190,17,protein_coding
USP17L3,ENSG00000225327,8,protein_coding
TDGF1P3,ENSG00000225366,X,protein_coding
FAM236D,ENSG00000225396,X,protein_coding
MKRN2OS,ENSG00000225526,3,protein_coding
C2CD4D,ENSG00000225556,1,protein_coding
ZNF469,ENSG00000225614,16,protein_coding
MCRIP1,ENSG00000225663,17,protein_coding
SLC26A6,ENSG00000225697,3,protein_coding
OR6V1,ENSG00000225781,7,protein_coding
FAM229A,ENSG00000225828,1,protein_coding
ERCC6,ENSG00000225830,10,protein_coding
FRG2B,ENSG00000225899,10,protein_coding
NOL7,ENSG00000225921,6,protein_coding
NTF4,ENSG00000225950,19,protein_coding
ELFN1,ENSG00000225968,7,protein_coding
PIGBOS1,ENSG00000225973,15,protein_coding
OR4A8,ENSG00000225997,11,protein_coding
CT47A6,ENSG00000226023,X,protein_coding
FTCDNL1,ENSG00000226124,2,protein_coding
TEX22,ENSG00000226174,14,protein_coding
OR52I2,ENSG00000226288,11,protein_coding
CROCC2,ENSG00000226321,2,protein_coding
DCAF8L1,ENSG00000226372,X,protein_coding
USP17L7,ENSG00000226430,8,protein_coding
TMEM185B,ENSG00000226479,2,protein_coding
CT47A9,ENSG00000226600,X,protein_coding
KIF4B,ENSG00000226650,5,protein_coding
CT47A12,ENSG00000226685,X,protein_coding
HSBP1L1,ENSG00000226742,18,protein_coding
TAS2R46,ENSG00000226761,12,protein_coding
SRRM5,ENSG00000226763,19,protein_coding
PGAM4,ENSG00000226784,X,protein_coding
MROH5,ENSG00000226807,8,protein_coding
ERVMER34-1,ENSG00000226887,4,protein_coding
CT47A11,ENSG00000226929,X,protein_coding
RBMY1J,ENSG00000226941,Y,protein_coding
LTA,ENSG00000226979,6,protein_coding
C14orf132,ENSG00000227051,14,protein_coding
WDR46,ENSG00000227057,6,protein_coding
ANHX,ENSG00000227059,12,protein_coding
ZNF717,ENSG00000227124,3,protein_coding
USP17L5,ENSG00000227140,4,protein_coding
PRR20D,ENSG00000227151,13,protein_coding
OR2T7,ENSG00000227152,1,protein_coding
SPANXB1,ENSG00000227234,X,protein_coding
KLLN,ENSG00000227268,10,protein_coding
PARG,ENSG00000227345,10,protein_coding
AKR1B15,ENSG00000227471,7,protein_coding
GAGE12D,ENSG00000227488,X,protein_coding
SCAMP4,ENSG00000227500,19,protein_coding
LTB,ENSG00000227507,6,protein_coding
USP17L12,ENSG00000227551,4,protein_coding
RD3L,ENSG00000227729,14,protein_coding
MRLN,ENSG00000227877,10,protein_coding
POLR2J2,ENSG00000228049,7,protein_coding
BOD1L2,ENSG00000228075,18,protein_coding
IFNA14,ENSG00000228083,9,protein_coding
OR2M3,ENSG00000228198,1,protein_coding
MT-ATP8,ENSG00000228253,MT,protein_coding
ORM2,ENSG00000228278,9,protein_coding
OR9H1P,ENSG00000228336,1,protein_coding
OST4,ENSG00000228474,2,protein_coding
CT47A7,ENSG00000228517,X,protein_coding
VN1R4,ENSG00000228567,19,protein_coding
NUTM2E,ENSG00000228570,10,protein_coding
FNDC10,ENSG00000228594,1,protein_coding
CLDN25,ENSG00000228607,11,protein_coding
ZNF883,ENSG00000228623,9,protein_coding
PROB1,ENSG00000228672,5,protein_coding
ARL17B,ENSG00000228696,17,protein_coding
DHFR,ENSG00000228716,5,protein_coding
SAPCD1,ENSG00000228727,6,protein_coding
HCG22,ENSG00000228789,6,protein_coding
CT45A5,ENSG00000228836,X,protein_coding
USP17L30,ENSG00000228856,4,protein_coding
TSPY3,ENSG00000228927,Y,protein_coding
RPL41,ENSG00000229117,12,protein_coding
PGA4,ENSG00000229183,11,protein_coding
RFPL4AL1,ENSG00000229292,19,protein_coding
ORM1,ENSG00000229314,9,protein_coding
SPINK8,ENSG00000229453,3,protein_coding
PATL2,ENSG00000229474,15,protein_coding
NKX1-2,ENSG00000229544,10,protein_coding
TSPY8,ENSG00000229549,Y,protein_coding
PRAMEF25,ENSG00000229571,1,protein_coding
USP17L26,ENSG00000229579,4,protein_coding
PRAC2,ENSG00000229637,17,protein_coding
PRR20C,ENSG00000229665,13,protein_coding
ZNF492,ENSG00000229676,19,protein_coding
ZNF688,ENSG00000229809,16,protein_coding
PET100,ENSG00000229833,19,protein_coding
PGA3,ENSG00000229859,11,protein_coding
GK3P,ENSG00000229894,4,protein_coding
FAM90A26,ENSG00000229924,4,protein_coding
PRPS1L1,ENSG00000229937,7,protein_coding
IQCF3,ENSG00000229972,3,protein_coding
POTEB2,ENSG00000230031,15,protein_coding
FAM90A15P,ENSG00000230045,8,protein_coding
ANKRD66,ENSG00000230062,6,protein_coding
ACBD6,ENSG00000230124,1,protein_coding
OR4F3,ENSG00000230178,5,protein_coding
SPATA31C1,ENSG00000230246,9,protein_coding
SSU72P8,ENSG00000230268,7,protein_coding
OR5H6,ENSG00000230301,3,protein_coding
CT47A8,ENSG00000230347,X,protein_coding
USP17L25,ENSG00000230430,4,protein_coding
ANKRD18B,ENSG00000230453,9,protein_coding
MBD3L2,ENSG00000230522,19,protein_coding
USP17L1,ENSG00000230549,8,protein_coding
CCDC192,ENSG00000230561,5,protein_coding
CT47A4,ENSG00000230594,X,protein_coding
PRB4,ENSG00000230657,12,protein_coding
SETSIP,ENSG00000230667,1,protein_coding
ANKRD63,ENSG00000230778,15,protein_coding
YY2,ENSG00000230797,X,protein_coding
STMND1,ENSG00000230873,6,protein_coding
HSBP1,ENSG00000230989,16,protein_coding
USP17L28,ENSG00000231051,4,protein_coding
KRTAP21-3,ENSG00000231068,21,protein_coding
OR5H1,ENSG00000231192,3,protein_coding
PLSCR5,ENSG00000231213,3,protein_coding
SBK3,ENSG00000231274,19,protein_coding
HLA-DPA1,ENSG00000231389,6,protein_coding
USP17L10,ENSG00000231396,4,protein_coding
RPS18,ENSG00000231500,6,protein_coding
USP17L29,ENSG00000231637,4,protein_coding
TSPAN19,ENSG00000231738,12,protein_coding
AKAIN1,ENSG00000231824,18,protein_coding
CYP21A2,ENSG00000231852,6,protein_coding
OR5K2,ENSG00000231861,3,protein_coding
PRH1,ENSG00000231887,12,protein_coding
PSG1,ENSG00000231924,19,protein_coding
TAPBP,ENSG00000231925,6,protein_coding
ZBED9,ENSG00000232040,6,protein_coding
TMEM253,ENSG00000232070,14,protein_coding
TMA7,ENSG00000232112,3,protein_coding
MCTS1,ENSG00000232119,X,protein_coding
DYTN,ENSG00000232125,2,protein_coding
ASCL5,ENSG00000232237,1,protein_coding
TMEM114,ENSG00000232258,16,protein_coding
KRTAP25-1,ENSG00000232263,21,protein_coding
USP17L24,ENSG00000232264,4,protein_coding
OR52I1,ENSG00000232268,11,protein_coding
OR5K1,ENSG00000232382,3,protein_coding
USP17L13,ENSG00000232399,4,protein_coding
PRAMEF6,ENSG00000232423,1,protein_coding
OR5H8,ENSG00000232535,3,protein_coding
KANTR,ENSG00000232593,X,protein_coding
HLA-DQB2,ENSG00000232629,6,protein_coding
GOLGA8N,ENSG00000232653,15,protein_coding
TNF,ENSG00000232810,6,protein_coding
PET117,ENSG00000232838,20,protein_coding
LYRM9,ENSG00000232859,17,protein_coding
PHGR1,ENSG00000233041,15,protein_coding
ERVH48-1,ENSG00000233056,21,protein_coding
FAM90A11P,ENSG00000233115,8,protein_coding
FAM90A3P,ENSG00000233132,8,protein_coding
USP17L11,ENSG00000233136,4,protein_coding
RNF224,ENSG00000233198,9,protein_coding
NPIPB7,ENSG00000233232,16,protein_coding
GPX1,ENSG00000233276,3,protein_coding
FAM90A20P,ENSG00000233295,8,protein_coding
AK4P3,ENSG00000233381,12,protein_coding
OR5H15,ENSG00000233412,3,protein_coding
BTBD18,ENSG00000233436,11,protein_coding
TMEM238,ENSG00000233493,19,protein_coding
TWIST2,ENSG00000233608,2,protein_coding
PIRT,ENSG00000233670,17,protein_coding
PRR23C,ENSG00000233701,3,protein_coding
TRIM49D2,ENSG00000233802,11,protein_coding
TSPY4,ENSG00000233803,Y,protein_coding
IFNA13,ENSG00000233816,9,protein_coding
POTEB,ENSG00000233917,15,protein_coding
RPS28,ENSG00000233927,19,protein_coding
CTXN2,ENSG00000233932,15,protein_coding
UQCRHL,ENSG00000233954,1,protein_coding
PAGE2,ENSG00000234068,X,protein_coding
